"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"TFSC","1347 Capital Corp.","9.869","58700812","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/tfsc",
"TFSCR","1347 Capital Corp.","0.2","0","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/tfscr",
"TFSCU","1347 Capital Corp.","10.0501","42009418","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/tfscu",
"TFSCW","1347 Capital Corp.","0.1499","0","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/tfscw",
"PIH","1347 Property Insurance Holdings, Inc.","5.56","34382545.16","n/a","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/pih",
"FCTY","1st Century Bancshares, Inc","10.87","112361929.08","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcty",
"FCCY","1st Constitution Bancorp (NJ)","13.03","103255153.51","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fccy",
"SRCE","1st Source Corporation","32.24","834380066","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/srce",
"ABIL","Ability Inc.","6.4","67421600","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/abil",
"ABILW","Ability Inc.","0.722","0","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/abilw",
"ABM","ABM Industries Incorporated","31.06","1741593276.12","n/a","n/a","Finance","Diversified Commercial Services","http://www.nasdaq.com/symbol/abm",
"ANCX","Access National Corporation","19.58","206453987.08","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ancx",
"ACNB","ACNB Corporation","22.1","133477900.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/acnb",
"AEB","Aegon NV","22.34","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeb",
"AED","Aegon NV","26.08","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aed",
"AEG","Aegon NV","5.73","15333228114.93","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeg",
"AEH","Aegon NV","25.41","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeh",
"AEK","Aegon NV","27.31","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aek",
"AMG","Affiliated Managers Group, Inc.","153.66","8296379527.02","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/amg",
"MGR","Affiliated Managers Group, Inc.","26.17","0","n/a","2012","Finance","Investment Managers","http://www.nasdaq.com/symbol/mgr",
"AFL","Aflac Incorporated","62.27","26153485808.06","n/a","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/afl",
"AFSD","Aflac Incorporated","25.92","0","n/a","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/afsd",
"AGFS","AgroFresh Solutions, Inc.","5.17","258192633.16","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/agfs",
"AGFSW","AgroFresh Solutions, Inc.","0.95","0","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/agfsw",
"ALEX","Alexander & Baldwin Holdings, Inc.","36.34","1778869746.24","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/alex",
"Y","Alleghany Corporation","492.18","7601664975.84","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/y",
"ABTX","Allegiance Bancshares, Inc.","18.3","234477625.5","n/a","2015","Finance","Major Banks","http://www.nasdaq.com/symbol/abtx",
"AB","AllianceBernstein Holding L.P.","22.26","2224764236.1","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ab",
"NFJ","AllianzGI NFJ Dividend, Interest & Premium Strategy Fund","12.16","1149415792","n/a","2005","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/nfj",
"AWH","Allied World Assurance Company Holdings, AG","34.41","3113211888.45","n/a","2006","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/awh",
"ALL","Allstate Corporation (The)","65.52","24786244042.56","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/all",
"ALLY","Ally Financial Inc.","18.26","8820815197.7","n/a","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ally",
"AAMC","Altisource Asset Management Corp","13.15","25913021.8","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/aamc",
"RESI","Altisource Residential Corporation","12.06","670306920.3","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/resi",
"AMBC","Ambac Financial Group, Inc.","16.31","734716504.76","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ambc",
"AMBCW","Ambac Financial Group, Inc.","7.7","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ambcw",
"ATAX","America First Multifamily Investors, L.P.","5.2","313315225.6","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/atax",
"AEL","American Equity Investment Life Holding Company","15.29","1251699719.05","n/a","2003","Finance","Life Insurance","http://www.nasdaq.com/symbol/ael",
"AXP","American Express Company","59.46","57322142575.92","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/axp",
"AFA","American Financial Group, Inc.","25.61","0","n/a","2012","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afa",
"AFG","American Financial Group, Inc.","70.15","6074408316.2","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afg",
"AFGE","American Financial Group, Inc.","26.28","0","n/a","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afge",
"AFGH","American Financial Group, Inc.","25.13","0","n/a","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afgh",
"AFW","American Financial Group, Inc.","26.59","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afw",
"AMIC","American Independence Corp.","18.71","151328444.55","n/a","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/amic",
"AIG","American International Group, Inc.","52.89","60794318259.84","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/aig",
"AMNB","American National Bankshares, Inc.","25.32","218684839.44","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/amnb",
"ANAT","American National Insurance Company","114.97","3092078485.35","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/anat",
"ARL","American Realty Investors, Inc.","4.11","63764019.6","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/arl",
"AMRB","American River Bankshares","10.1","70642430","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/amrb",
"AMP","AMERIPRISE FINANCIAL SERVICES, INC.","92.6","15646696450.4","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/amp",
"ABCB","Ameris Bancorp","28.42","915447561.7","n/a","1994","Finance","Major Banks","http://www.nasdaq.com/symbol/abcb",
"AMSF","AMERISAFE, Inc.","50.81","972021822.82","n/a","2005","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/amsf",
"ASRV","AmeriServ Financial Inc.","3.11","58688222.21","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asrv",
"ASRVP","AmeriServ Financial Inc.","27.598","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asrvp",
"ATLO","Ames National Corporation","24.28","226068967.64","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/atlo",
"AFSI","AmTrust Financial Services, Inc.","26.2","4604653746.6","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afsi",
"AFSS","AmTrust Financial Services, Inc.","24.43","0","n/a","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afss",
"AFST","AmTrust Financial Services, Inc.","24.92","0","n/a","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afst",
"ANCB","Anchor Bancorp","23.6","59503482.4","n/a","2011","Finance","Banks","http://www.nasdaq.com/symbol/ancb",
"ABCW","Anchor BanCorp Wisconsin Inc.","44.16","423869185.92","n/a","2014","Finance","Banks","http://www.nasdaq.com/symbol/abcw",
"ANDA","Andina Acquisition Corp. II","9.58","50869800","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/anda",
"ANDAR","Andina Acquisition Corp. II","0.21","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/andar",
"ANDAU","Andina Acquisition Corp. II","9.85","16252509.85","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/andau",
"ANDAW","Andina Acquisition Corp. II","0.1001","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/andaw",
"AON","Aon plc","100.48","27137809316.48","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/aon",
"APO","Apollo Global Management, LLC","16.91","6758712158.45","n/a","2011","Finance","Investment Managers","http://www.nasdaq.com/symbol/apo",
"AUMA","AR Capital Acquisition Corp.","9.84","295200000","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/auma",
"AUMAU","AR Capital Acquisition Corp.","9.9","0","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/aumau",
"AUMAW","AR Capital Acquisition Corp.","0.0882","0","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/aumaw",
"ACGL","Arch Capital Group Ltd.","70.13","8561342553.01","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/acgl",
"ARES","Ares Management L.P.","13.72","2923890466","n/a","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/ares",
"AGII","Argo Group International Holdings, Ltd.","57.06","1575504030.42","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/agii",
"AGIIL","Argo Group International Holdings, Ltd.","25.166","0","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/agiil",
"AI","Arlington Asset Investment Corp","13.29","305364795.15","n/a","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/ai",
"AIC","Arlington Asset Investment Corp","18.7401","0","n/a","2015","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/aic",
"AIW","Arlington Asset Investment Corp","18.47","0","n/a","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/aiw",
"AHH","Armada Hoffler Properties, Inc.","10.79","324523913.61","n/a","2013","Finance","Real Estate","http://www.nasdaq.com/symbol/ahh",
"ARWA","Arowana Inc.","9.94","107938460","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/arwa",
"ARWAR","Arowana Inc.","0.3","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/arwar",
"ARWAU","Arowana Inc.","10.25","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/arwau",
"ARWAW","Arowana Inc.","0.095","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/arwaw",
"AROW","Arrow Financial Corporation","26.58","343085443.32","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/arow",
"AJG","Arthur J. Gallagher & Co.","42.6","7541350200","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/ajg",
"APAM","Artisan Partners Asset Management Inc.","28.42","2116667630.42","n/a","2013","Finance","Investment Managers","http://www.nasdaq.com/symbol/apam",
"ASBB","ASB Bancorp, Inc.","24.75","109030333.5","n/a","2011","Finance","Savings Institutions","http://www.nasdaq.com/symbol/asbb",
"AHL","Aspen Insurance Holdings Limited","46.09","2810752421.73","n/a","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ahl",
"ASB","Associated Banc-Corp","18.79","2812972451.75","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asb",
"AC","Associated Capital Group, Inc.","28.28","719705185.92","n/a","2015","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ac",
"AIZ","Assurant, Inc.","77.6","5026722903.2","n/a","2004","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/aiz",
"AGO","Assured Guaranty Ltd.","25.87","3516403576.27","n/a","2004","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ago",
"ASFI","Asta Funding, Inc.","8.27","100042826.79","n/a","1995","Finance","Finance Companies","http://www.nasdaq.com/symbol/asfi",
"AF","Astoria Financial Corporation","15.78","1600170221.46","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/af",
"AAPC","Atlantic Alliance Partnership Corp.","10.43","108344889.59","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/aapc",
